"694850","8"
"910552","8"
"938373","8"
"603825","8"
"308795","8"
"490449","8"
"571404","8"
"641922","8"
"734229","8"
"596171","7"
"189913","7"
"199178","7"
"598469","7"
"684572","7"
"647579","7"
"540775","7"
"295440","7"
"185000","7"
"836150","7"
"253143","7"
"497859","7"
"605993","7"
"639165","7"
"424314","7"
"698782","7"
"845502","7"
"539128","7"
"551839","7"
"139557","7"
"404289","7"
"898025","7"
"827851","7"
"377033","7"
"331454","7"
"602248","7"
"949541","7"
"589887","7"
"516656","7"
"386939","7"
"930895","7"
"193387","7"
"183835","7"
"215065","7"
"288085","7"
"203198","7"
"516176","7"
"592718","7"
"246059","6"
"309864","6"
"309806","6"
"633328","6"
"775192","6"
"128206","6"
"202850","6"
"929075","6"
"728918","6"
"165214","6"
"576971","6"
"537147","6"
"672435","6"
"297045","6"
"700005","6"
"576632","6"
"163918","6"
"865659","6"
"283919","6"
"814138","6"
"594299","6"
"924584","6"
"838253","6"
"234779","6"
"912727","6"
"354282","6"
"476712","6"
"584487","6"
"800144","6"
"273838","6"
"356736","6"
"664781","6"
"603787","6"
"280795","6"
"446377","6"
"196729","6"
"133183","6"
"843588","6"
"721202","6"
"507683","6"
"973128","6"
"630930","6"
"948027","6"
"936062","6"
"510933","6"
"755106","6"
"461456","6"
"407643","6"
"456705","6"
"106687","6"
"786642","6"
"361736","6"
"515292","6"
"194682","6"
"444130","6"
"420389","6"
"336540","6"
"845713","6"
"192296","6"
"892381","6"
"399803","6"
"908554","6"
"933510","6"
"357853","6"
"908746","6"
"213844","6"
"823479","6"
"524094","6"
"191480","6"
"808074","6"
"788784","6"
"762277","6"
"480625","6"
"673700","6"
"379966","6"
"509747","6"
"768676","6"
"245699","6"
"294655","6"
"691198","6"
"630126","6"
"970068","6"
"150121","6"
"597732","6"
"284452","6"
"367292","6"
"849367","6"
"583020","6"
"597643","6"
"423896","6"
"579341","6"
"950299","6"
"110771","6"
"352674","6"
"675191","6"
"337178","6"
"339464","6"
"268698","6"
"758864","6"
"543061","6"
"815095","6"
"864147","6"
"124991","6"
"949729","6"
"923133","6"
"618927","6"
"330954","6"
"146266","6"
"665260","6"
"929420","6"
"457915","6"
"406313","6"
"907940","6"
"968937","6"
"724214","6"
"526127","6"
"748270","6"
"930558","6"
"663706","6"
"915197","6"
"134812","6"
"447985","6"
"592841","6"
"541111","6"
"861265","5"
"141683","5"
"956223","5"
"488399","5"
"559000","5"
"285658","5"
"608512","5"
"922733","5"
"728611","5"
"403327","5"
"885317","5"
"956114","5"
"116929","5"
"513586","5"
"787036","5"
"102303","5"
"358891","5"
"885470","5"
"189870","5"
"104827","5"
"371955","5"
"910926","5"
"682209","5"
"775180","5"
"381229","5"
"381240","5"
"956338","5"
"332360","5"
"224548","5"
"598424","5"
"187128","5"
"177794","5"
"716881","5"
"848705","5"
"608141","5"
"714334","5"
"790917","5"
"200219","5"
"942078","5"
"251857","5"
"824851","5"
"189135","5"
"527809","5"
"789997","5"
"919561","5"
"944576","5"
"200331","5"
"141199","5"
"167755","5"
"824992","5"
"383376","5"
"991207","5"
"454366","5"
"429384","5"
"420984","5"
"299659","5"
"456914","5"
"540636","5"
"165356","5"
"736005","5"
"721894","5"
"745804","5"
"535998","5"
"900536","5"
"535970","5"
"828658","5"
"838083","5"
"126919","5"
"281294","5"
"315120","5"
"222930","5"
"209973","5"
"997448","5"
"769952","5"
"305817","5"
"616094","5"
"973743","5"
"207012","5"
"853905","5"
"185465","5"
"958038","5"
"971044","5"
"755584","5"
"185362","5"
"187984","5"
"462066","5"
"393859","5"
"393880","5"
"755687","5"
"679364","5"
"657942","5"
"317312","5"
"319977","5"
"114428","5"
"983241","5"
"973924","5"
"645883","5"
"187348","5"
"535353","5"
"126702","5"
"753205","5"
"261790","5"
"731894","5"
"680155","5"
"124173","5"
"909652","5"
"682753","5"
"643171","5"
"271220","5"
"271200","5"
"983498","5"
"983488","5"
"356773","5"
"366105","5"
"621711","5"
"667056","5"
"246328","5"
"625190","5"
"698097","5"
"698071","5"
"520940","5"
"111846","5"
"434397","5"
"363592","5"
"855408","5"
"578160","5"
"782084","5"
"926271","5"
"145168","5"
"530224","5"
"375617","5"
"530247","5"
"843596","5"
"664570","5"
"328994","5"
"316976","5"
"735829","5"
"505185","5"
"745239","5"
"409314","5"
"170332","5"
"879794","5"
"889125","5"
"241000","5"
"290065","5"
"422283","5"
"880758","5"
"338113","5"
"556491","5"
"879871","5"
"889216","5"
"605904","5"
"174928","5"
"999601","5"
"987629","5"
"135395","5"
"495019","5"
"520419","5"
"544420","5"
"997065","5"
"767033","5"
"743063","5"
"279128","5"
"877468","5"
"510945","5"
"718114","5"
"326053","5"
"770740","5"
"257833","5"
"196497","5"
"794799","5"
"180472","5"
"872848","5"
"660333","5"
"373781","5"
"821211","5"
"238410","5"
"684245","5"
"155398","5"
"419723","5"
"980664","5"
"397846","5"
"762574","5"
"226120","5"
"214140","5"
"407484","5"
"165046","5"
"611187","5"
"265725","5"
"979905","5"
"659119","5"
"749662","5"
"104035","5"
"576370","5"
"894369","5"
"566951","5"
"143683","5"
"216890","5"
"772149","5"
"204986","5"
"468451","5"
"831057","5"
"517722","5"
"216587","5"
"420214","5"
"444201","5"
"701885","5"
"855074","5"
"564116","5"
"363976","5"
"133659","5"
"505610","5"
"941415","5"
"723309","5"
"348455","5"
"263040","5"
"762985","5"
"312544","5"
"312511","5"
"409904","5"
"468247","5"
"204768","5"
"517500","5"
"324164","5"
"108902","5"
"108874","5"
"831257","5"
"759495","5"
"471507","5"
"926045","5"
"265497","5"
"627835","5"
"333705","5"
"982456","5"
"766764","5"
"693234","5"
"668290","5"
"512423","5"
"380028","5"
"213974","5"
"933551","5"
"573467","5"
"764299","5"
"849756","5"
"717947","5"
"898679","5"
"142859","5"
"428638","5"
"742978","5"
"345896","5"
"575976","5"
"587957","5"
"587982","5"
"260422","5"
"764343","5"
"992074","5"
"370546","5"
"597198","5"
"943135","5"
"764406","5"
"561239","5"
"776434","5"
"272154","5"
"671598","5"
"957626","5"
"127470","5"
"382572","5"
"896204","5"
"428405","5"
"490371","5"
"992278","5"
"492722","5"
"634442","5"
"774050","5"
"502580","5"
"416212","5"
"685934","5"
"130401","5"
"201641","5"
"764743","5"
"223025","5"
"683286","5"
"860636","5"
"538430","5"
"103221","5"
"673867","5"
"369035","5"
"715846","5"
"347749","5"
"406516","5"
"727836","5"
"749230","5"
"203996","5"
"610274","5"
"725236","5"
"835771","5"
"872776","5"
"740995","5"
"725380","5"
"137642","5"
"617506","5"
"343949","5"
"509693","5"
"984247","5"
"830988","5"
"270557","5"
"729006","5"
"206053","5"
"463881","5"
"436241","5"
"719796","5"
"803632","5"
"125894","5"
"221309","5"
"223969","5"
"245308","5"
"451504","5"
"451525","5"
"269316","5"
"101812","5"
"756830","5"
"473095","5"
"546380","5"
"392896","5"
"536999","5"
"862008","5"
"402654","5"
"367541","5"
"573858","5"
"524865","5"
"475351","5"
"970085","5"
"509260","5"
"607774","5"
"490941","5"
"101296","5"
"477934","5"
"864750","5"
"245117","5"
"921185","5"
"681627","5"
"269128","5"
"127734","5"
"198080","5"
"524745","5"
"607672","5"
"874205","5"
"960617","5"
"269218","5"
"489750","5"
"849453","5"
"490722","5"
"524659","5"
"923927","5"
"923987","5"
"343390","5"
"284533","5"
"571023","5"
"766608","5"
"113351","5"
"477819","5"
"933229","5"
"730707","5"
"898461","5"
"854169","5"
"469082","5"
"783362","5"
"541042","5"
"484655","5"
"820724","5"
"171460","5"
"254586","5"
"819839","5"
"364936","5"
"940886","5"
"555342","5"
"460437","5"
"675174","5"
"913189","5"
"217348","5"
"719019","5"
"793013","5"
"303846","5"
"569905","5"
"303803","5"
"592296","5"
"185714","5"
"388441","5"
"183105","5"
"570717","5"
"217096","5"
"197678","5"
"709800","5"
"425896","5"
"974357","5"
"242126","5"
"460351","5"
"281779","5"
"449951","5"
"665404","5"
"996046","5"
"677392","5"
"195280","5"
"996086","5"
"256463","5"
"803175","5"
"866793","5"
"925769","5"
"401659","5"
"557485","5"
"124872","5"
"315386","5"
"244564","5"
"768470","5"
"449745","5"
"449773","5"
"413769","5"
"925663","5"
"911035","5"
"504848","5"
"773071","5"
"834549","5"
"239675","5"
"502206","5"
"193787","5"
"516869","5"
"418395","5"
"252645","5"
"905459","5"
"612616","5"
"954441","5"
"203705","5"
"702838","5"
"893023","5"
"868083","5"
"347678","5"
"702883","5"
"577742","5"
"516650","5"
"239494","5"
"939030","5"
"978603","5"
"421727","5"
"350867","5"
"940076","5"
"636405","5"
"661365","5"
"406278","5"
"445852","5"
"191233","5"
"700417","5"
"797385","5"
"785428","5"
"360330","5"
"166240","5"
"142211","5"
"954817","5"
"230889","5"
"638891","5"
"748564","5"
"313795","5"
"988217","5"
"988283","5"
"396012","5"
"396020","5"
"242912","5"
"205973","5"
"195844","5"
"288301","5"
"291986","5"
"528379","5"
"543990","5"
"699678","5"
"697006","5"
"709137","5"
"651613","5"
"709196","5"
"785761","5"
"276028","5"
"555844","5"
"567838","5"
"736795","5"
"528231","5"
"543824","5"
"710256","5"
"819602","5"
"120422","5"
"710276","5"
"746281","5"
"856609","5"
"753476","4"
"550748","4"
"790428","4"
"753451","4"
"273547","4"
"511151","4"
"559119","4"
"824304","4"
"476224","4"
"910822","4"
"501777","4"
"812390","4"
"381452","4"
"128761","4"
"919209","4"
"381356","4"
"621586","4"
"466813","4"
"212619","4"
"946817","4"
"645588","4"
"919240","4"
"861221","4"
"429824","4"
"598796","4"
"670557","4"
"682530","4"
"141675","4"
"584125","4"
"261663","4"
"814919","4"
"151081","4"
"574622","4"
"271069","4"
"765506","4"
"356578","4"
"501641","4"
"283061","4"
"946712","4"
"440310","4"
"946729","4"
"427354","4"
"922781","4"
"907151","4"
"584045","4"
"682401","4"
"885314","4"
"285710","4"
"222136","4"
"716696","4"
"741627","4"
"741613","4"
"633447","4"
"307581","4"
"501583","4"
"694397","4"
"525581","4"
"440014","4"
"138328","4"
"395818","4"
"657381","4"
"116988","4"
"440035","4"
"696960","4"
"285367","4"
"153903","4"
"405654","4"
"919488","4"
"633376","4"
"165848","4"
"224413","4"
"417624","4"
"334882","4"
"738112","4"
"753736","4"
"741731","4"
"464189","4"
"800674","4"
"981256","4"
"297447","4"
"285469","4"
"738196","4"
"549430","4"
"261487","4"
"466785","4"
"549407","4"
"909921","4"
"751114","4"
"114219","4"
"114210","4"
"922914","4"
"672896","4"
"670297","4"
"751194","4"
"608257","4"
"608242","4"
"702235","4"
"958962","4"
"704856","4"
"956376","4"
"344312","4"
"621282","4"
"574419","4"
"621249","4"
"968376","4"
"106907","4"
"846151","4"
"944601","4"
"417459","4"
"513302","4"
"429445","4"
"501320","4"
"143884","4"
"917076","4"
"790912","4"
"334662","4"
"214856","4"
"525397","4"
"635722","4"
"153240","4"
"659713","4"
"527865","4"
"466594","4"
"442585","4"
"694090","4"
"836879","4"
"273284","4"
"897814","4"
"383732","4"
"429563","4"
"858232","4"
"858243","4"
"586288","4"
"598261","4"
"344131","4"
"226931","4"
"944572","4"
"968543","4"
"702430","4"
"212322","4"
"608090","4"
"167793","4"
"574214","4"
"299903","4"
"334713","4"
"155785","4"
"834335","4"
"920835","4"
"405247","4"
"919898","4"
"956835","4"
"334496","4"
"954209","4"
"895242","4"
"397992","4"
"322466","4"
"659552","4"
"334412","4"
"966294","4"
"212002","4"
"214655","4"
"309422","4"
"991253","4"
"834447","4"
"236017","4"
"466353","4"
"430378","4"
"481969","4"
"525006","4"
"527636","4"
"991090","4"
"128418","4"
"858472","4"
"586019","4"
"104394","4"
"180912","4"
"929179","4"
"322590","4"
"714649","4"
"993719","4"
"562054","4"
"491267","4"
"736059","4"
"177312","4"
"552682","4"
"736030","4"
"775607","4"
"190302","4"
"251716","4"
"491225","4"
"736017","4"
"731205","4"
"721880","4"
"339026","4"
"961545","4"
"936587","4"
"570325","4"
"961574","4"
"718213","4"
"303019","4"
"780208","4"
"900527","4"
"816724","4"
"569320","4"
"900502","4"
"187939","4"
"718288","4"
"136374","4"
"437488","4"
"449497","4"
"689128","4"
"841618","4"
"173234","4"
"425434","4"
"667770","4"
"641187","4"
"102931","4"
"946007","4"
"961617","4"
"570239","4"
"401602","4"
"733970","4"
"281276","4"
"126817","4"
"100205","4"
"126891","4"
"745919","4"
"246918","4"
"755383","4"
"207309","4"
"616137","4"
"376185","4"
"220313","4"
"163821","4"
