"694850","","","","","","","","0.0","0.0","8.0","",""
"910552","","","","","","","","0.0","0.0","8.0","",""
"938373","","","","","","","","0.0","0.0","8.0","",""
"603825","","","","","","","","0.0","0.0","8.0","",""
"308795","","","","","","","","0.0","0.0","8.0","",""
"490449","","","","","","","","0.0","0.0","8.0","",""
"571404","","","","","","","","0.0","0.0","8.0","",""
"641922","","","","","","","","0.0","0.0","8.0","",""
"734229","","","","","","","","0.0","0.0","8.0","",""
"596171","","","","","","","","0.0","0.0","7.0","",""
"189913","","","","","","","","0.0","0.0","7.0","",""
"199178","","","","","","","","0.0","0.0","7.0","",""
"598469","","","","","","","","0.0","0.0","7.0","",""
"684572","","","","","","","","0.0","0.0","7.0","",""
"647579","","","","","","","","0.0","0.0","7.0","",""
"540775","","","","","","","","0.0","0.0","7.0","",""
"295440","","","","","","","","0.0","0.0","7.0","",""
"185000","","","","","","","","0.0","0.0","7.0","",""
"836150","","","","","","","","0.0","0.0","7.0","",""
"253143","","","","","","","","0.0","0.0","7.0","",""
"497859","","","","","","","","0.0","0.0","7.0","",""
"605993","","","","","","","","0.0","0.0","7.0","",""
"639165","","","","","","","","0.0","0.0","7.0","",""
"424314","","","","","","","","0.0","0.0","7.0","",""
"698782","","","","","","","","0.0","0.0","7.0","",""
"845502","","","","","","","","0.0","0.0","7.0","",""
"539128","","","","","","","","0.0","0.0","7.0","",""
"551839","","","","","","","","0.0","0.0","7.0","",""
"139557","","","","","","","","0.0","0.0","7.0","",""
"404289","","","","","","","","0.0","0.0","7.0","",""
"898025","","","","","","","","0.0","0.0","7.0","",""
"827851","","","","","","","","0.0","0.0","7.0","",""
"377033","","","","","","","","0.0","0.0","7.0","",""
"331454","","","","","","","","0.0","0.0","7.0","",""
"602248","","","","","","","","0.0","0.0","7.0","",""
"949541","","","","","","","","0.0","0.0","7.0","",""
"589887","","","","","","","","0.0","0.0","7.0","",""
"516656","","","","","","","","0.0","0.0","7.0","",""
"386939","","","","","","","","0.0","0.0","7.0","",""
"930895","","","","","","","","0.0","0.0","7.0","",""
"193387","","","","","","","","0.0","0.0","7.0","",""
"183835","","","","","","","","0.0","0.0","7.0","",""
"215065","","","","","","","","0.0","0.0","7.0","",""
"288085","","","","","","","","0.0","0.0","7.0","",""
"203198","","","","","","","","0.0","0.0","7.0","",""
"516176","","","","","","","","0.0","0.0","7.0","",""
"592718","","","","","","","","0.0","0.0","7.0","",""
"246059","","","","","","","","0.0","0.0","6.0","",""
"309864","","","","","","","","0.0","0.0","6.0","",""
"309806","","","","","","","","0.0","0.0","6.0","",""
"633328","","","","","","","","0.0","0.0","6.0","",""
"775192","","","","","","","","0.0","0.0","6.0","",""
"128206","","","","","","","","0.0","0.0","6.0","",""
"202850","","","","","","","","0.0","0.0","6.0","",""
"929075","","","","","","","","0.0","0.0","6.0","",""
"728918","","","","","","","","0.0","0.0","6.0","",""
"165214","","","","","","","","0.0","0.0","6.0","",""
"576971","","","","","","","","0.0","0.0","6.0","",""
"537147","","","","","","","","0.0","0.0","6.0","",""
"672435","","","","","","","","0.0","0.0","6.0","",""
"297045","","","","","","","","0.0","0.0","6.0","",""
"700005","","","","","","","","0.0","0.0","6.0","",""
"576632","","","","","","","","0.0","0.0","6.0","",""
"163918","","","","","","","","0.0","0.0","6.0","",""
"865659","","","","","","","","0.0","0.0","6.0","",""
"283919","","","","","","","","0.0","0.0","6.0","",""
"814138","","","","","","","","0.0","0.0","6.0","",""
"594299","","","","","","","","0.0","0.0","6.0","",""
"924584","","","","","","","","0.0","0.0","6.0","",""
"838253","","","","","","","","0.0","0.0","6.0","",""
"234779","","","","","","","","0.0","0.0","6.0","",""
"912727","","","","","","","","0.0","0.0","6.0","",""
"354282","","","","","","","","0.0","0.0","6.0","",""
"476712","","","","","","","","0.0","0.0","6.0","",""
"584487","","","","","","","","0.0","0.0","6.0","",""
"800144","","","","","","","","0.0","0.0","6.0","",""
"273838","","","","","","","","0.0","0.0","6.0","",""
"356736","","","","","","","","0.0","0.0","6.0","",""
"664781","","","","","","","","0.0","0.0","6.0","",""
"603787","","","","","","","","0.0","0.0","6.0","",""
"280795","","","","","","","","0.0","0.0","6.0","",""
"446377","","","","","","","","0.0","0.0","6.0","",""
"196729","","","","","","","","0.0","0.0","6.0","",""
"133183","","","","","","","","0.0","0.0","6.0","",""
"843588","","","","","","","","0.0","0.0","6.0","",""
"721202","","","","","","","","0.0","0.0","6.0","",""
"507683","","","","","","","","0.0","0.0","6.0","",""
"973128","","","","","","","","0.0","0.0","6.0","",""
"630930","","","","","","","","0.0","0.0","6.0","",""
"948027","","","","","","","","0.0","0.0","6.0","",""
"936062","","","","","","","","0.0","0.0","6.0","",""
"510933","","","","","","","","0.0","0.0","6.0","",""
"755106","","","","","","","","0.0","0.0","6.0","",""
"461456","","","","","","","","0.0","0.0","6.0","",""
"407643","","","","","","","","0.0","0.0","6.0","",""
"456705","","","","","","","","0.0","0.0","6.0","",""
"106687","","","","","","","","0.0","0.0","6.0","",""
"786642","","","","","","","","0.0","0.0","6.0","",""
"361736","","","","","","","","0.0","0.0","6.0","",""
"515292","","","","","","","","0.0","0.0","6.0","",""
"194682","","","","","","","","0.0","0.0","6.0","",""
"444130","","","","","","","","0.0","0.0","6.0","",""
"420389","","","","","","","","0.0","0.0","6.0","",""
"336540","","","","","","","","0.0","0.0","6.0","",""
"845713","","","","","","","","0.0","0.0","6.0","",""
"192296","","","","","","","","0.0","0.0","6.0","",""
"892381","","","","","","","","0.0","0.0","6.0","",""
"399803","","","","","","","","0.0","0.0","6.0","",""
"908554","","","","","","","","0.0","0.0","6.0","",""
"933510","","","","","","","","0.0","0.0","6.0","",""
"357853","","","","","","","","0.0","0.0","6.0","",""
"908746","","","","","","","","0.0","0.0","6.0","",""
"213844","","","","","","","","0.0","0.0","6.0","",""
"823479","","","","","","","","0.0","0.0","6.0","",""
"524094","","","","","","","","0.0","0.0","6.0","",""
"191480","","","","","","","","0.0","0.0","6.0","",""
"808074","","","","","","","","0.0","0.0","6.0","",""
"788784","","","","","","","","0.0","0.0","6.0","",""
"762277","","","","","","","","0.0","0.0","6.0","",""
"480625","","","","","","","","0.0","0.0","6.0","",""
"673700","","","","","","","","0.0","0.0","6.0","",""
"379966","","","","","","","","0.0","0.0","6.0","",""
"509747","","","","","","","","0.0","0.0","6.0","",""
"768676","","","","","","","","0.0","0.0","6.0","",""
"245699","","","","","","","","0.0","0.0","6.0","",""
"294655","","","","","","","","0.0","0.0","6.0","",""
"691198","","","","","","","","0.0","0.0","6.0","",""
"630126","","","","","","","","0.0","0.0","6.0","",""
"970068","","","","","","","","0.0","0.0","6.0","",""
"150121","","","","","","","","0.0","0.0","6.0","",""
"597732","","","","","","","","0.0","0.0","6.0","",""
"284452","","","","","","","","0.0","0.0","6.0","",""
"367292","","","","","","","","0.0","0.0","6.0","",""
"849367","","","","","","","","0.0","0.0","6.0","",""
"583020","","","","","","","","0.0","0.0","6.0","",""
"597643","","","","","","","","0.0","0.0","6.0","",""
"423896","","","","","","","","0.0","0.0","6.0","",""
"579341","","","","","","","","0.0","0.0","6.0","",""
"950299","","","","","","","","0.0","0.0","6.0","",""
"110771","","","","","","","","0.0","0.0","6.0","",""
"352674","","","","","","","","0.0","0.0","6.0","",""
"675191","","","","","","","","0.0","0.0","6.0","",""
"337178","","","","","","","","0.0","0.0","6.0","",""
"339464","","","","","","","","0.0","0.0","6.0","",""
"268698","","","","","","","","0.0","0.0","6.0","",""
"758864","","","","","","","","0.0","0.0","6.0","",""
"543061","","","","","","","","0.0","0.0","6.0","",""
"815095","","","","","","","","0.0","0.0","6.0","",""
"864147","","","","","","","","0.0","0.0","6.0","",""
"124991","","","","","","","","0.0","0.0","6.0","",""
"949729","","","","","","","","0.0","0.0","6.0","",""
"923133","","","","","","","","0.0","0.0","6.0","",""
"618927","","","","","","","","0.0","0.0","6.0","",""
"330954","","","","","","","","0.0","0.0","6.0","",""
"146266","","","","","","","","0.0","0.0","6.0","",""
"665260","","","","","","","","0.0","0.0","6.0","",""
"929420","","","","","","","","0.0","0.0","6.0","",""
"457915","","","","","","","","0.0","0.0","6.0","",""
"406313","","","","","","","","0.0","0.0","6.0","",""
"907940","","","","","","","","0.0","0.0","6.0","",""
"968937","","","","","","","","0.0","0.0","6.0","",""
"724214","","","","","","","","0.0","0.0","6.0","",""
"526127","","","","","","","","0.0","0.0","6.0","",""
"748270","","","","","","","","0.0","0.0","6.0","",""
"930558","","","","","","","","0.0","0.0","6.0","",""
"663706","","","","","","","","0.0","0.0","6.0","",""
"915197","","","","","","","","0.0","0.0","6.0","",""
"134812","","","","","","","","0.0","0.0","6.0","",""
"447985","","","","","","","","0.0","0.0","6.0","",""
"592841","","","","","","","","0.0","0.0","6.0","",""
"541111","","","","","","","","0.0","0.0","6.0","",""
"861265","","","","","","","","0.0","0.0","5.0","",""
"141683","","","","","","","","0.0","0.0","5.0","",""
"956223","","","","","","","","0.0","0.0","5.0","",""
"488399","","","","","","","","0.0","0.0","5.0","",""
